#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Other_Names,Locality_Description,Country,State_or_Province,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
SSS011_Water,10.58052/IEWDR01MR,10.58052/IEPRS00TZ,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8099,-121.0672,stream,North Fork Rattlesnake Creek,S04,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS012_Water,10.58052/IEWDR01MS,10.58052/IEPRS00UD,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7521,-120.8178,stream,Naches River,S50P,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS013_Water,10.58052/IEWDR01MT,10.58052/IEPRS0092,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2554,-119.474,stream,Yakima River,T07,Yakima at Kiona,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS014_Water,10.58052/IEWDR01MU,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.232,-119.9999,stream,Yakima River,T02,Yakima at Mabton,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS015_Water,10.58052/IEWDR01MV,10.58052/IEPRS0090,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.5302,-120.4704,stream,Yakima River,T03,Yakima at Union Gap,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS016_Water,10.58052/IEWDR01MW,10.58052/IEPRS0096,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7288,-120.7135,stream,Naches River,T42,Naches River Craig Road 2,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS017_Water,10.58052/IEWDR01MX,10.58052/IEPRS00UI,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.6856,-120.6553,stream,Naches River,S58,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS018_Water,10.58052/IEWDR01MY,10.58052/IEPRS00U0,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.0171,-121.1357,stream,Little Naches River,S08,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS019_Water,10.58052/IEWDR01MZ,10.58052/IEPRS00TY,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.0195,-121.1285,stream,Quartz Creek,S03,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS020_Water,10.58052/IEWDR01N0,10.58052/IEPRS0093,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.9891,-121.0983,stream,Little Naches River,T05P,Little Naches at Nile,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS021_Water,10.58052/IEWDR01N1,10.58052/IEPRS00U4,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.3543,-121.1082,stream,Cle Elum River,S24,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS022_Water,10.58052/IEWDR01N2,10.58052/IEPRS007X,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.36363,-121.1073,stream,Thorp Creek,S15,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS023_Water,10.58052/IEWDR01N3,10.58052/IEPRS007U,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8986,-120.6423,stream,Umtanum Creek,U20,RC3_03,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-12,https://whondrs.pnnl.gov,regular URL
SSS024_Water,10.58052/IEWDR01N4,10.58052/IEPRS007S,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8331,-120.7125,stream,Wenas Creek,W20,RC3_01,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-12,https://whondrs.pnnl.gov,regular URL
SSS025_Water,10.58052/IEWDR01N5,10.58052/IEPRS00U6,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2752,-120.1377,stream,Satus Creek,S34R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS026_Water,10.58052/IEWDR01N6,10.58052/IEPRS008F,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3147,-120.1991,stream,Toppenish Creek,S36,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS027_Water,10.58052/IEWDR01N7,10.58052/IEPRS008E,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2354,-120.4197,stream,Satus Creek,S32,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS028_Water,10.58052/IEWDR01N8,10.58052/IEPRS00U8,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2902,-120.8717,stream,Unnamed Tributary,S42,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS029_Water,10.58052/IEWDR01N9,10.58052/IEPRS00U7,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3111,-120.7891,stream,Toppenish Creek,S41R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS030_Water,10.58052/IEWDR01NA,10.58052/IEPRS00U9,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3656,-120.6704,stream,Toppenish Creek,S43,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS031_Water,10.58052/IEWDR01NB,10.58052/IEPRS00UB,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.62141,-121.3027,stream,North Fork Tieton River,S47R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS032_Water,10.58052/IEWDR01NC,10.58052/IEPRS00TV,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.6399,-121.2901,stream,Clear Creek,C21,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS033_Water,10.58052/IEWDR01ND,10.58052/IEPRS00UC,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.64568,-121.25106,stream,Indian Creek,S48R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS034_Water,10.58052/IEWDR01NE,10.58052/IEPRS007Z,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.3966,-121.0977,stream,Cle Elum River,S18R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS035_Water,10.58052/IEWDR01NF,10.58052/IEPRS007Y,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.3956,-121.104,stream,Cooper River,S17R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS036_Water,10.58052/IEWDR01NG,10.58052/IEPRS007T,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8674,-120.7743,stream,Wenas Creek,W10,RC3_02,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-12,https://whondrs.pnnl.gov,regular URL
SSS037_Water,10.58052/IEWDR01NH,10.58052/IEPRS008I,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.0168,-120.6496,stream,Satus Creek,S39,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS038_Water,10.58052/IEWDR01NI,10.58052/IEPRS008H,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.029,-120.6364,stream,Unnamed Tributary,S38,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS039_Water,10.58052/IEWDR01NJ,10.58052/IEPRS008G,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.0284,-120.6115,stream,Satus Creek,S37,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS040_Water,10.58052/IEWDR01NK,10.58052/IEPRS00UG,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.6833,-120.9404,stream,Tieton River,S54,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS041_Water,10.58052/IEWDR01NL,10.58052/IEPRS008J,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7239,-120.8135,stream,Tieton River,S49R,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS042_Water,10.58052/IEWDR01NM,10.58052/IEPRS008L,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7298,-120.8041,stream,Tieton River,S51,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS043_Water,10.58052/IEWDR01NN,10.58052/IEPRS00U2,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.9006,-121.2466,stream,Bumping River,S11,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS044_Water,10.58052/IEWDR01NO,10.58052/IEPRS00TX,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.9754,-121.158,stream,Bumping River,S02,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS045_Water,10.58052/IEWDR01NP,10.58052/IEPRS00TW,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.976,-121.1579,stream,American River,S01,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS046_Water,10.58052/IEWDR01NQ,10.58052/IEPRS00U3,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.1683,-120.8346,stream,Teanaway River,S22RR,N/A,In stream site,United States,Washington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
